stimuli_presented,interlocutor_id,name,context_type,silly_or_annoying,sarc,witty,z_silly_or_annoying,z_sarc,z_witty,int1_crit_harsher,int2_crit_softer,int3_mock_hilarious,int4_mock_friendly,int5_natural,int6_direct,int7_be_nice,int8_clever,generally_sarcastic,sarc_def1,sarc_def2,sarc_def3,sarc_def4,sarc_def5,experiment
13nn,30,13nn_30,nn,2,1.5,1.833333333,-0.681042246,-0.488357314,-0.321589026,0.166666667,0,0,0.166666667,0.5,0.333333333,0,0,,,,,,,perception
10n,30,10n_30,n,4.5,1.333333333,1.5,1.043781292,-0.599844436,-0.493808621,0,0.166666667,0,0,0.5,0.5,0.166666667,0,,,,,,,perception
15nn,30,15nn_30,nn,4.166666667,4,3.5,0.844131121,1.062531775,0.654843858,0,0.5,0,0.166666667,0,0.333333333,0,0.333333333,,,,,,,perception
16nn,30,16nn_30,nn,4.5,1.833333333,1.833333333,0.767623583,-0.041098374,-0.321589026,0.333333333,0,0,0,0.333333333,0.833333333,0,0,,,,,,,perception
11n,30,11n_30,n,2.833333333,3.166666667,2.5,-0.112873432,0.625737092,-0.191586884,0,0,0.166666667,0.333333333,0.333333333,0,0.166666667,0.166666667,,,,,,,perception
12n,30,12n_30,n,3.333333333,1.333333333,1.5,0.202383802,-0.599844436,-0.493808621,0,0.166666667,0,0,0.166666667,0.666666667,0,0,,,,,,,perception
13n,30,13n_30,n,1.166666667,1.166666667,1.5,-1.344063187,-0.835101555,-0.493808621,0,0,0,0,0.166666667,0,1,0,,,,,,,perception
14n,30,14n_30,n,2.166666667,1.333333333,2.166666667,-0.366951805,-0.599844436,-0.149369431,0.166666667,0,0,0,0.166666667,0.833333333,0,0.166666667,,,,,,,perception
15n,30,15n_30,n,1.5,1.333333333,1.5,-0.865349633,-0.599844436,-0.493808621,0,0,0.166666667,0,0.5,0,0.5,0,,,,,,,perception
16n,30,16n_30,n,1.666666667,1.333333333,1.5,-0.904283689,-0.599844436,-0.493808621,0,0.166666667,0,0.166666667,0.5,0.166666667,0.833333333,0,,,,,,,perception
7n,30,7n_30,n,4.666666667,2.666666667,2.166666667,0.958204167,0.314175425,-0.280456418,0.333333333,0.166666667,0.166666667,0,0,0.5,0,0,,,,,,,perception
8n,30,8n_30,n,2.166666667,1.166666667,1.666666667,-0.676656508,-0.835101555,-0.135123563,0.166666667,0,0,0,0.166666667,0.833333333,0.333333333,0,,,,,,,perception
9n,30,9n_30,n,1.333333333,2.166666667,2.5,-1.10470641,0.020372903,0.163236391,0,0,0,0.333333333,0,0,0.666666667,0,,,,,,,perception
14nn,30,14nn_30,nn,4,3.166666667,3,0.428556108,0.328405033,0.591572109,0.166666667,0.166666667,0,0,0,0.166666667,0.5,0.166666667,,,,,,,perception
1n,30,1n_30,n,1.5,1.333333333,1.333333333,-0.865349633,-0.599844436,-0.852493679,0,0,0,0,0.5,0.333333333,0,0.166666667,,,,,,,perception
2n,30,2n_30,n,1.833333333,1.5,1.833333333,-0.764866384,-0.488357314,-0.321589026,0,0.166666667,0,0.166666667,0.666666667,0.333333333,0,0,,,,,,,perception
3n,30,3n_30,n,3.166666667,1.333333333,1.5,0.115674878,-0.599844436,-0.493808621,0.166666667,0,0,0,0.166666667,0.5,0.5,0,,,,,,,perception
4n,30,4n_30,n,2,1.166666667,1.5,-0.756384821,-0.835101555,-0.493808621,0,0,0,0.166666667,0.333333333,0.5,0,0,,,,,,,perception
5n,30,5n_30,n,2.666666667,4.333333333,3.833333333,-0.246061787,1.164926188,1.131241145,0,0.166666667,0,0.166666667,0.166666667,0,0,0.666666667,,,,,,,perception
6n,30,6n_30,n,2.333333333,1.5,2.833333333,-0.45252893,-0.364587318,0.36728024,0,0,0,0.166666667,0.5,0.166666667,0.833333333,0,,,,,,,perception
1nn,32,1nn_32,nn,3.833333333,1.833333333,2.166666667,0.020966547,-0.261773635,-0.298243349,0.166666667,0.333333333,0,0,0.166666667,0.833333333,0,0,,,,,,,perception
2nn,32,2nn_32,nn,3.166666667,2.666666667,2.833333333,-0.334588449,0.219989628,0.192802838,0,0.5,0.166666667,0.166666667,0.166666667,0.5,0,0.166666667,,,,,,,perception
3nn,32,3nn_32,nn,4,3.5,4,0.161845691,0.791757689,0.974687911,0.333333333,0.5,0.166666667,0.333333333,0.166666667,0.333333333,0,0,,,,,,,perception
4nn,32,4nn_32,nn,5,1.833333333,2.166666667,0.823707145,-0.261773635,-0.183737359,0.333333333,0,0,0.166666667,0.333333333,0.666666667,0,0.166666667,,,,,,,perception
5nn,32,5nn_32,nn,3.833333333,2,2.666666667,0.103340678,-0.080517046,0.02376919,0.5,0,0,0,0.333333333,0.666666667,0,0.166666667,,,,,,,perception
6nn,32,6nn_32,nn,4.5,1.666666667,2.333333333,0.473993921,-0.517536667,-0.26286292,0.333333333,0.166666667,0,0,0.333333333,0.666666667,0,0.166666667,,,,,,,perception
7nn,32,7nn_32,nn,4,2.5,2.666666667,0.158897173,0.108362797,-0.033723951,0,0.5,0,0.333333333,0.166666667,0.666666667,0.166666667,0,,,,,,,perception
8nn,32,8nn_32,nn,4.166666667,4.5,4.333333333,0.255091536,1.695981201,1.226120588,0,0.333333333,0.5,0.666666667,0.166666667,0.333333333,0,0.166666667,,,,,,,perception
9nn,32,9nn_32,nn,5,2.5,2.833333333,0.793040074,0.202242863,0.257963392,0,0.5,0,0.333333333,0,0.666666667,0.166666667,0,,,,,,,perception
10nn,32,10nn_32,nn,5.833333333,1.666666667,2.166666667,1.364878799,-0.426932121,-0.313689287,0.166666667,0.333333333,0,0.166666667,0.333333333,0.833333333,0,0,,,,,,,perception
11nn,32,11nn_32,nn,5.166666667,1.5,2.5,0.896628822,-0.536621318,-0.078677995,0.666666667,0.166666667,0,0.166666667,0.166666667,0.333333333,0,0,,,,,,,perception
12nn,32,12nn_32,nn,5,2.666666667,2.333333333,0.849946206,0.123498995,-0.232265704,0,0.166666667,0,0,0.333333333,1,0,0,,,,,,,perception
13nn,32,13nn_32,nn,2.666666667,1.5,1.833333333,-0.624746031,-0.584866635,-0.455218191,0,0,0,0,0.333333333,0.833333333,0,0.166666667,,,,,,,perception
10n,32,10n_32,n,4.666666667,1.833333333,2.833333333,0.646762887,-0.265385621,0.128461927,0.166666667,0,0,0,0.5,0.5,0.166666667,0,,,,,,,perception
15nn,32,15nn_32,nn,5.166666667,4.166666667,3.666666667,0.978382133,1.358654549,0.798145206,0.333333333,0.333333333,0.166666667,0.166666667,0.333333333,0.333333333,0,0.333333333,,,,,,,perception
16nn,32,16nn_32,nn,5,2,2.5,0.789143404,-0.109052275,-0.041233009,0.333333333,0.166666667,0,0,0.166666667,0.666666667,0,0.166666667,,,,,,,perception
11n,32,11n_32,n,1.833333333,1.666666667,2.5,-1.182584905,-0.592379578,-0.153567966,0,0,0,0,0.666666667,0.166666667,0.666666667,0,,,,,,,perception
12n,32,12n_32,n,4.333333333,2.166666667,3,0.339613745,0.042497751,0.351812408,0.666666667,0,0,0.5,0,0.333333333,0,0,,,,,,,perception
13n,32,13n_32,n,1.5,2.166666667,1.833333333,-1.45762236,-0.159597381,-0.530108162,0,0,0,0,0.666666667,0.166666667,0.666666667,0,,,,,,,perception
14n,32,14n_32,n,2,2.833333333,2.5,-1.164318804,0.404312061,-0.177287582,0,0.166666667,0,0.333333333,0.333333333,0.833333333,0,0,,,,,,,perception
15n,32,15n_32,n,1.833333333,2.166666667,2.166666667,-1.257714892,-0.182582989,-0.45834203,0,0.166666667,0,0.166666667,0.5,0.333333333,0.5,0.166666667,,,,,,,perception
16n,32,16n_32,n,1.5,1.333333333,1.833333333,-1.40148729,-0.694555832,-0.481663654,0,0.166666667,0,0,0.666666667,0.333333333,0.666666667,0,,,,,,,perception
7n,32,7n_32,n,4.5,2.166666667,2,0.530279233,-0.117238151,-0.390666455,0,0.833333333,0,0.166666667,0.666666667,0.5,0.166666667,0,,,,,,,perception
8n,32,8n_32,n,3.5,1.333333333,2,-0.134406382,-0.694555832,-0.355947315,0,0.5,0,0,0,0.833333333,0.166666667,0,,,,,,,perception
9n,32,9n_32,n,1.333333333,1.333333333,1.833333333,-1.539143316,-0.690943846,-0.653212321,0,0,0,0,0.5,0.333333333,1,0,,,,,,,perception
14nn,32,14nn_32,nn,5,1.333333333,1.5,0.819004536,-0.694555832,-0.75729624,0.333333333,0,0,0,0.166666667,0.833333333,0,0,,,,,,,perception
1n,32,1n_32,n,2.333333333,1.666666667,2.166666667,-0.900881881,-0.494551059,-0.388579258,0,0,0,0,0.666666667,0.5,0,0.166666667,,,,,,,perception
2n,32,2n_32,n,3.333333333,2.666666667,2,-0.240225321,0.294832539,-0.345923237,0,0,0,0,0.333333333,0.333333333,0.666666667,0.166666667,,,,,,,perception
3n,32,3n_32,n,2.833333333,2.333333333,2.833333333,-0.584961337,0.12142536,0.155357853,0.166666667,0.5,0,0,0.5,0.166666667,0.333333333,0.166666667,,,,,,,perception
4n,32,4n_32,n,5.166666667,1.833333333,2,0.908850174,-0.363214139,-0.355947315,0.333333333,0.333333333,0,0,0.333333333,0.5,0,0,,,,,,,perception
5n,32,5n_32,n,3,3.166666667,3.166666667,-0.416109406,0.623900131,0.484406345,0,0,0,0.333333333,0.5,0.333333333,0,0.166666667,,,,,,,perception
6n,32,6n_32,n,4.666666667,1.666666667,3,0.596480079,-0.39999806,0.254178265,0.5,0.166666667,0,0.166666667,0,0.333333333,0,0.333333333,,,,,,,perception
1nn,9,1nn_9,nn,3.666666667,1.166666667,1.166666667,0.253309802,-0.920308748,-0.961386542,0,0.333333333,0,0,0.666666667,1,0,0,,,,,,,perception
2nn,9,2nn_9,nn,2.833333333,3.166666667,4,-0.202808938,0.491306189,1.028025979,0,0.166666667,0.166666667,0.333333333,0.166666667,0.5,0,0,,,,,,,perception
3nn,9,3nn_9,nn,4,4.5,3.833333333,0.544216328,1.288704206,0.828778156,0,0.333333333,0.833333333,0.166666667,0,0,0,0,,,,,,,perception
4nn,9,4nn_9,nn,3.666666667,4.5,4.666666667,0.363598624,1.304588139,1.432022842,0,0.333333333,0.333333333,0.5,0,0.333333333,0,0.333333333,,,,,,,perception
5nn,9,5nn_9,nn,2.166666667,1.5,1.5,-0.702427974,-0.65750338,-0.666793586,0,0.166666667,0,0,0.5,0.833333333,0.166666667,0.333333333,,,,,,,perception
6nn,9,6nn_9,nn,3.833333333,1.166666667,1.666666667,0.346285225,-0.920308748,-0.519497108,0.166666667,0.333333333,0,0,0.166666667,0.833333333,0,0,,,,,,,perception
7nn,9,7nn_9,nn,3.833333333,2,2.5,0.382062518,-0.391320243,-0.150945344,0,0.166666667,0,0.166666667,0,0.666666667,0.166666667,0.333333333,,,,,,,perception
8nn,9,8nn_9,nn,2.833333333,2.166666667,2.166666667,-0.257088007,-0.302592531,-0.349164074,0,0.333333333,0,0.166666667,0.333333333,0.833333333,0,0.166666667,,,,,,,perception
9nn,9,9nn_9,nn,3.833333333,1.5,1.833333333,0.374753514,-0.65750338,-0.400685756,0,0.333333333,0,0.166666667,0,0.833333333,0,0,,,,,,,perception
10nn,9,10nn_9,nn,3.833333333,2.833333333,2.166666667,0.446994445,0.09963897,-0.402739253,0,0.333333333,0,0,0.333333333,0.833333333,0,0,,,,,,,perception
11nn,9,11nn_9,nn,3.166666667,3,3.5,-0.014567638,0.311785009,0.689362931,0.166666667,0,0,0.333333333,0.333333333,0.666666667,0.166666667,0.166666667,,,,,,,perception
12nn,9,12nn_9,nn,2.833333333,3,2.833333333,-0.170887255,0.284955489,0.169694642,0,0.166666667,0.166666667,0.166666667,0,0.666666667,0.166666667,0.166666667,,,,,,,perception
13nn,9,13nn_9,nn,4.166666667,3.833333333,3.333333333,0.688568134,0.911528619,0.347587079,0.5,0.5,0,0.166666667,0,0.166666667,0,0.166666667,,,,,,,perception
10n,9,10n_9,n,4.5,2.666666667,2.333333333,0.857752585,0.012413339,-0.187553675,0.666666667,0,0,0,0,0.666666667,0,0,,,,,,,perception
15nn,9,15nn_9,nn,4.666666667,1.833333333,1.833333333,1.104789472,-0.390404755,-0.501229,0.666666667,0.333333333,0,0,0,0.333333333,0,0,,,,,,,perception
16nn,9,16nn_9,nn,4,2,2.166666667,0.526682964,-0.146921831,-0.198360022,0.333333333,0.166666667,0,0,0.333333333,0.333333333,0,0,,,,,,,perception
11n,9,11n_9,n,2.833333333,3.333333333,3.666666667,-0.244041583,0.508752989,0.876630288,0,0.5,0.166666667,0.166666667,0,0.166666667,0,0.166666667,,,,,,,perception
12n,9,12n_9,n,3.833333333,2.5,3.166666667,0.428105758,-0.083046992,0.296669515,0,0.666666667,0.166666667,0.333333333,0.166666667,0.166666667,0,0,,,,,,,perception
13n,9,13n_9,n,2.5,2.333333333,1.833333333,-0.444113987,0.05859367,-0.340463078,0,0.166666667,0.166666667,0,0.166666667,0.666666667,0,0,,,,,,,perception
14n,9,14n_9,n,3.666666667,4.5,4.333333333,0.318886487,1.233268233,1.093963912,0.166666667,0.666666667,0.166666667,0.166666667,0,0.166666667,0,0.5,,,,,,,perception
15n,9,15n_9,n,1.166666667,1.166666667,1.5,-1.424358383,-0.920308748,-0.666793586,0,0,0,0,0.833333333,0.666666667,0.166666667,0,,,,,,,perception
16n,9,16n_9,n,2.333333333,2,1.5,-0.606932409,-0.275470861,-0.787443604,0,0,0,0.166666667,0.166666667,0.833333333,0.833333333,0,,,,,,,perception
7n,9,7n_9,n,5,3.333333333,3.166666667,1.272528914,0.483525384,0.414876749,0.666666667,0,0,0.166666667,0.166666667,0.333333333,0,0,,,,,,,perception
8n,9,8n_9,n,3,1.333333333,1.333333333,-0.229689269,-0.817550997,-0.814090064,0.166666667,0.166666667,0,0,0.166666667,1,0,0,,,,,,,perception
9n,9,9n_9,n,1.166666667,1.166666667,1.666666667,-1.424358383,-0.920308748,-0.519497108,0,0,0,0,0.5,0,0.833333333,0,,,,,,,perception
14nn,9,14nn_9,nn,3.666666667,3.333333333,2.833333333,0.365458702,0.444964156,-0.018844476,0.333333333,0.333333333,0,0,0.166666667,0.666666667,0,0,,,,,,,perception
1n,9,1n_9,n,1.5,1.333333333,1.833333333,-1.159253574,-0.746231092,-0.37220063,0,0,0,0,0.666666667,0.5,0.166666667,0,,,,,,,perception
2n,9,2n_9,n,2.5,1.833333333,2.5,-0.446786985,-0.380667973,-0.072137397,0,0,0.166666667,0.5,0,0.166666667,0.5,0,,,,,,,perception
3n,9,3n_9,n,2.666666667,1.666666667,2,-0.282779524,-0.469395685,-0.310359531,0,0,0,0.166666667,0,0.666666667,0.833333333,0,,,,,,,perception
4n,9,4n_9,n,2.833333333,3,2.166666667,-0.330786616,0.244135022,-0.287067827,0,0.333333333,0,0,0.166666667,0.666666667,0.166666667,0.166666667,,,,,,,perception
5n,9,5n_9,n,3,2.333333333,2.166666667,0.006293206,-0.093802468,-0.113759222,0,0.166666667,0.166666667,0.166666667,0.166666667,0.333333333,0.166666667,0,,,,,,,perception
6n,9,6n_9,n,1.833333333,2.5,3,-0.931519374,-0.18578295,0.170294072,0,0,0,0.166666667,0.333333333,0.166666667,0.833333333,0,,,,,,,perception
1nn,35,1nn_35,nn,3.666666667,2.166666667,2.333333333,0.062646485,-0.600447633,-0.381456968,0.166666667,0.5,0,0,0,0.5,0.166666667,0.166666667,,,,,,,perception
2nn,35,2nn_35,nn,3.333333333,3.5,2.666666667,-0.328912084,0.314929889,-0.161139852,0,0.166666667,0.166666667,0.5,0.166666667,0.166666667,0.5,0,,,,,,,perception
3nn,35,3nn_35,nn,4.333333333,3.333333333,2.166666667,0.636485494,0.407843769,-0.570353291,0.333333333,0.333333333,0,0.166666667,0,0.5,0,0,,,,,,,perception
4nn,35,4nn_35,nn,3.833333333,3.166666667,3,0.096666612,0.204368794,0.124487299,0,0.166666667,0.166666667,0.333333333,0.166666667,0,0.666666667,0,,,,,,,perception
5nn,35,5nn_35,nn,3.166666667,2,2.333333333,-0.403313815,-0.844635084,-0.407712305,0,0.5,0,0.166666667,0.333333333,0.5,0.166666667,0.166666667,,,,,,,perception
6nn,35,6nn_35,nn,3.666666667,2.666666667,2.833333333,0.058539238,-0.215695088,0.092337353,0.166666667,0.166666667,0,0.166666667,0.166666667,0.5,0.166666667,0.166666667,,,,,,,perception
7nn,35,7nn_35,nn,3.166666667,2.5,1.833333333,-0.514564921,-0.389259866,-0.990046445,0.166666667,0.166666667,0.166666667,0,0.166666667,0.833333333,0.333333333,0.333333333,,,,,,,perception
8nn,35,8nn_35,nn,3.5,3,3.5,-0.396267831,-0.117786933,0.666437465,0.166666667,0.166666667,0,0.166666667,0.166666667,0.666666667,0.333333333,0.5,,,,,,,perception
9nn,35,9nn_35,nn,4.166666667,3,3,0.459677886,0.046263908,0.184820558,0,0.166666667,0,0.166666667,0.5,0.666666667,0,0.166666667,,,,,,,perception
10nn,35,10nn_35,nn,4.833333333,2.5,3,1.010617536,-0.174437796,0.333015197,0.666666667,0,0.166666667,0.166666667,0,0.333333333,0,0.166666667,,,,,,,perception
11nn,35,11nn_35,nn,4.666666667,2.833333333,3.5,0.939364701,-0.134526022,0.772885135,0.333333333,0.5,0.166666667,0.166666667,0.166666667,0.5,0.166666667,0.166666667,,,,,,,perception
12nn,35,12nn_35,nn,4,3,3.333333333,0.570185886,-0.023902762,0.435640634,0.5,0.166666667,0.333333333,0.166666667,0,0.166666667,0,0.333333333,,,,,,,perception
13nn,35,13nn_35,nn,2.666666667,2.833333333,2.333333333,-0.800345216,-0.098758682,-0.489996786,0,0.333333333,0.166666667,0,0.666666667,0.5,0,0.166666667,,,,,,,perception
10n,35,10n_35,n,4,2.833333333,2.5,0.190411284,-0.133614015,-0.341484437,0,0.166666667,0,0.166666667,0.166666667,0.5,1,0,,,,,,,perception
15nn,35,15nn_35,nn,4.166666667,3,2.833333333,0.427103252,0.117919038,-0.004075764,0.166666667,0.166666667,0,0.5,0.166666667,0.5,0,0.333333333,,,,,,,perception
16nn,35,16nn_35,nn,4.333333333,2.5,2.5,0.544106409,-0.367486827,-0.267022541,0.333333333,0.333333333,0,0.166666667,0,0.333333333,0,0.166666667,,,,,,,perception
11n,35,11n_35,n,3.5,3.833333333,3.666666667,-0.025889285,0.794111421,1.087295722,0.166666667,0.166666667,0.166666667,0.5,0,0,0,0.5,,,,,,,perception
12n,35,12n_35,n,3.666666667,3.833333333,3.333333333,-0.033991408,0.664915914,0.500821639,0.166666667,0,0.166666667,0.5,0.166666667,0,0.5,0.166666667,,,,,,,perception
13n,35,13n_35,n,3.333333333,2.833333333,2.666666667,-0.258322446,-0.063903348,0.178761778,0,0.166666667,0.333333333,0,0.166666667,0.666666667,0,0.166666667,,,,,,,perception
14n,35,14n_35,n,2.666666667,1.833333333,2,-0.796166317,-0.961115487,-0.827405459,0,0.5,0,0,0.166666667,0.833333333,0.166666667,0,,,,,,,perception
15n,35,15n_35,n,3.166666667,3.166666667,2.666666667,-0.496251984,0.119239644,-0.309334491,0.333333333,0,0.166666667,0.333333333,0,0.666666667,0,0.166666667,,,,,,,perception
16n,35,16n_35,n,2.333333333,2.333333333,2.166666667,-1.094786717,-0.583708544,-0.805290066,0,0,0,0.166666667,0.666666667,0,0.833333333,0,,,,,,,perception
7n,35,7n_35,n,4,3,2.833333333,0.324433444,0.052577054,-0.038153687,0.166666667,0.5,0,0.333333333,0.333333333,0.5,0,0,,,,,,,perception
8n,35,8n_35,n,3.666666667,2.5,2.333333333,-0.071304023,-0.37334397,-0.407712305,0.5,0,0,0,0,0.833333333,0,0,,,,,,,perception
9n,35,9n_35,n,2.833333333,2.5,2.166666667,-0.65152582,-0.432372808,-0.793163365,0,0,0,0.5,0.333333333,0.166666667,0.666666667,0,,,,,,,perception
14nn,35,14nn_35,nn,3.666666667,3.166666667,2.833333333,0.008130843,0.322882472,0.266940868,0,0,0,0.5,0.333333333,0.333333333,0.333333333,0,,,,,,,perception
1n,35,1n_35,n,2.5,2.5,2.333333333,-0.926744429,-0.331719488,-0.441790228,0,0,0,0,0.666666667,0.333333333,0.166666667,0.333333333,,,,,,,perception
2n,35,2n_35,n,3,3,3.333333333,-0.538629909,-0.017133613,0.483847193,0,0,0.166666667,0,0.5,0,0.5,0.166666667,,,,,,,perception
3n,35,3n_35,n,3.666666667,2.5,2.166666667,0.067456119,-0.338488637,-0.604431214,0.166666667,0.333333333,0,0,0.166666667,0.833333333,0.166666667,0.166666667,,,,,,,perception
4n,35,4n_35,n,3.833333333,2.666666667,2.333333333,0.193855332,-0.244237275,-0.289137934,0.166666667,0.333333333,0.166666667,0.166666667,0,0.5,0,0.166666667,,,,,,,perception
5n,35,5n_35,n,3.333333333,3.166666667,2.666666667,-0.327802173,0.169540109,-0.061151773,0,0,0,0.166666667,0.5,0.333333333,0.5,0,,,,,,,perception
6n,35,6n_35,n,3.666666667,2.333333333,2.833333333,0.080480246,-0.48396723,0.092337353,0,0.333333333,0,0.166666667,0.333333333,0.333333333,0.666666667,0.166666667,,,,,,,perception
1nn,17,1nn_17,nn,4,3.666666667,3,0.57914018,1.12805343,0.285534544,0,0.833333333,0.166666667,0.333333333,0.333333333,0.333333333,0,0,,,,,,,perception
2nn,17,2nn_17,nn,1.833333333,1.5,1.666666667,-0.814262897,-0.650468064,-0.614322866,0,0.166666667,0,0.166666667,0.5,0.166666667,0.5,0,,,,,,,perception
3nn,17,3nn_17,nn,3,3.833333333,4.166666667,-0.014868401,1.447010193,1.803680071,0,0.166666667,0.333333333,0.833333333,0.166666667,0,0,0.5,,,,,,,perception
4nn,17,4nn_17,nn,2.666666667,2.333333333,3.333333333,-0.06994487,0.149033817,0.786175374,0,0,0.333333333,0.166666667,0.5,0.333333333,0,0,,,,,,,perception
5nn,17,5nn_17,nn,3.166666667,1.5,2.333333333,0.139716079,-0.52323653,-0.085257711,0,0.166666667,0,0,0.333333333,1,0,0,,,,,,,perception
6nn,17,6nn_17,nn,3.833333333,2.166666667,2.333333333,0.526059394,-0.140265686,-0.165238941,0.333333333,0,0,0.166666667,0.166666667,0.833333333,0,0,,,,,,,perception
7nn,17,7nn_17,nn,3.166666667,1.333333333,1.833333333,0.133071524,-0.746210775,-0.503729866,0.166666667,0.166666667,0,0,0.166666667,0.833333333,0,0,,,,,,,perception
8nn,17,8nn_17,nn,3,2.833333333,2.666666667,0.031326416,0.508141023,-0.110727325,0,0.166666667,0,0.166666667,0.166666667,0.166666667,0.333333333,0.166666667,,,,,,,perception
9nn,17,9nn_17,nn,4.166666667,1.666666667,2.666666667,1.17476686,-0.300262284,0.039950813,0.166666667,0.333333333,0,0,0.166666667,0.833333333,0,0,,,,,,,perception
10nn,17,10nn_17,nn,4,2.5,2.166666667,0.636984408,0.228059099,-0.077055276,0.333333333,0.333333333,0,0,0.166666667,0.833333333,0,0,,,,,,,perception
11nn,17,11nn_17,nn,3.333333333,2.333333333,2.666666667,0.329304645,-0.000306137,0.039950813,0,0.5,0,0,0.333333333,0.833333333,0.333333333,0.166666667,,,,,,,perception
12nn,17,12nn_17,nn,3.166666667,2.666666667,3.333333333,0.248140961,0.312829012,0.635497236,0,0.333333333,0,0.333333333,0,0.666666667,0,0,,,,,,,perception
13nn,17,13nn_17,nn,3.666666667,2.666666667,2.333333333,0.559477659,0.556156459,0.049424181,0,0.333333333,0,0,0.333333333,0.5,0,0,,,,,,,perception
10n,17,10n_17,n,3.333333333,2.166666667,1.833333333,0.356530624,0.128164702,-0.369047973,0,0,0,0,0.5,0.5,0.5,0,,,,,,,perception
15nn,17,15nn_17,nn,3.166666667,2.833333333,3.166666667,0.09769631,0.588596425,0.307744829,0.333333333,0,0,0,0.333333333,0.666666667,0,0.166666667,,,,,,,perception
16nn,17,16nn_17,nn,4.333333333,3,3.166666667,1.163291388,0.677757832,0.814699485,0.166666667,0.166666667,0,0.166666667,0.166666667,0.833333333,0,0.166666667,,,,,,,perception
11n,17,11n_17,n,1.5,1.333333333,1.833333333,-0.873514415,-0.746210775,-0.234366081,0,0,0,0,0.166666667,0,1,0,,,,,,,perception
12n,17,12n_17,n,2.5,2.166666667,2,-0.143816239,0.022042089,-0.036970137,0,0,0,0.166666667,0.666666667,0.166666667,0.166666667,0.166666667,,,,,,,perception
13n,17,13n_17,n,1.333333333,1.333333333,1.666666667,-1.09032896,-0.746210775,-0.59832662,0,0,0,0,0.333333333,0.166666667,0.666666667,0.166666667,,,,,,,perception
14n,17,14n_17,n,3.166666667,2.333333333,2.333333333,0.319380507,0.073567961,-0.085257711,0,0,0,0,0,0.833333333,0,0.166666667,,,,,,,perception
15n,17,15n_17,n,1.833333333,1.666666667,2.166666667,-0.555602523,-0.331511302,0.160316018,0,0,0,0,0.666666667,0.333333333,0.166666667,0,,,,,,,perception
16n,17,16n_17,n,1.5,1.333333333,1.333333333,-0.998306939,-0.746210775,-0.787520128,0,0,0,0,0.333333333,0,0.833333333,0,,,,,,,perception
7n,17,7n_17,n,2.666666667,2,1.666666667,-0.035321997,0.027835711,-0.59832662,0,0.333333333,0,0,0.5,0.333333333,0.333333333,0,,,,,,,perception
8n,17,8n_17,n,3.166666667,1.5,2,-0.012302425,-0.52323653,-0.322439957,0,0.333333333,0,0,0.333333333,1,0.166666667,0.166666667,,,,,,,perception
9n,17,9n_17,n,1.5,1.333333333,1.333333333,-0.873514415,-0.746210775,-0.787520128,0,0,0,0,0.166666667,0,1,0.166666667,,,,,,,perception
14nn,17,14nn_17,nn,3.166666667,2.166666667,2.666666667,0.139716079,0.075371534,0.039950813,0.166666667,0.166666667,0,0.166666667,0,0.666666667,0,0,,,,,,,perception
1n,17,1n_17,n,1.333333333,1.5,1.5,-1.09032896,-0.52323653,-0.455442292,0,0,0,0,0.833333333,0.333333333,0.166666667,0,,,,,,,perception
